timestamp,temp_c,humidity_percent,soil_state,light_level
2025-07-29 10:50:03,30.2,66.0,Dry,Dark
2025-07-29 10:50:06,30.2,66.0,Dry,Dark
2025-07-29 10:50:09,30.2,66.0,Dry,Dark
2025-07-29 10:50:12,30.2,66.0,Dry,Dark
2025-07-29 10:50:15,30.2,66.0,Dry,Dark
2025-07-29 10:50:18,30.2,66.0,Dry,Dark
2025-07-29 10:50:21,30.2,66.0,Dry,Dark
2025-07-29 10:50:24,30.2,66.0,Dry,Dark
2025-07-29 10:50:27,30.2,66.0,Dry,Dark
2025-07-29 10:50:30,30.2,66.0,Dry,Dark
2025-07-29 10:50:33,30.2,66.0,Dry,Dark
2025-07-29 10:50:36,30.2,66.0,Dry,Dark
2025-07-29 10:50:39,30.2,66.0,Dry,Dark
2025-07-29 10:50:42,30.2,66.0,Dry,Dark
2025-07-29 10:50:45,30.2,66.0,Dry,Dark
2025-07-29 10:50:48,30.2,66.0,Dry,Dark
2025-07-29 10:50:51,30.2,66.0,Dry,Dark
2025-07-29 10:50:54,30.2,66.0,Dry,Dark
2025-07-29 10:50:57,30.2,66.0,Dry,Dark
2025-07-29 10:51:00,30.2,66.0,Dry,Dark
2025-07-29 10:51:04,30.2,66.0,Dry,Dark
2025-07-29 10:51:07,30.2,66.0,Dry,Dark
2025-07-29 10:51:10,30.2,66.0,Dry,Dark
2025-07-29 10:51:13,30.2,66.0,Dry,Dark
2025-07-29 10:51:16,30.2,66.0,Dry,Dark
2025-07-29 10:51:19,30.2,66.0,Dry,Dark
2025-07-29 10:51:22,30.2,66.0,Dry,Dark
2025-07-29 10:51:25,30.2,66.0,Dry,Dark
2025-07-29 10:51:28,30.2,66.0,Dry,Dark
2025-07-29 10:51:31,30.2,66.0,Dry,Dark
2025-07-29 10:51:34,30.2,66.0,Dry,Dark
2025-07-29 10:51:37,30.2,66.0,Dry,Dark
2025-07-29 10:51:40,30.2,66.0,Dry,Dark
2025-07-29 10:51:43,30.2,66.0,Dry,Dark
2025-07-29 10:51:46,30.2,66.0,Dry,Dark
2025-07-29 10:51:49,30.2,66.0,Dry,Dark
2025-07-29 10:51:52,30.2,66.0,Dry,Dark
2025-07-29 10:51:55,30.2,66.0,Dry,Dark
2025-07-29 10:51:58,30.2,66.0,Dry,Dark
2025-07-29 10:52:01,30.2,66.0,Dry,Dark
2025-07-29 10:52:04,30.2,66.0,Dry,Dark
2025-07-29 10:52:07,30.2,66.0,Dry,Dark
2025-07-29 10:52:10,30.2,66.0,Dry,Dark
2025-07-29 10:52:13,30.2,66.0,Dry,Dark
2025-07-29 10:52:16,30.2,66.0,Dry,Dark
2025-07-29 10:52:19,30.2,66.0,Dry,Dark
2025-07-29 10:52:22,30.2,66.0,Dry,Dark
2025-07-29 10:52:25,30.2,66.0,Dry,Dark
2025-07-29 10:52:28,30.2,66.0,Dry,Dark
2025-07-29 10:52:31,30.2,66.0,Dry,Dark
2025-07-29 10:52:34,30.2,66.0,Dry,Dark
2025-07-29 10:52:37,30.2,66.0,Dry,Dark
2025-07-29 10:52:40,30.2,66.0,Dry,Dark
2025-07-29 10:52:43,30.2,66.0,Dry,Dark
2025-07-29 10:52:46,30.2,66.0,Dry,Dark
2025-07-29 10:52:49,30.2,66.0,Dry,Dark
2025-07-29 10:52:52,30.2,66.0,Dry,Dark
2025-07-29 10:52:55,30.2,66.0,Dry,Dark
2025-07-29 10:52:58,30.2,66.0,Dry,Dark
2025-07-29 10:53:01,30.2,66.0,Dry,Dark
2025-07-29 10:53:04,30.2,66.0,Dry,Dark
2025-07-29 10:53:08,30.2,66.0,Dry,Dark
2025-07-29 10:53:11,30.2,66.0,Dry,Dark
2025-07-29 10:53:14,30.2,66.0,Dry,Dark
2025-07-29 10:53:17,30.2,66.0,Dry,Dark
2025-07-29 10:53:20,30.2,66.0,Dry,Dark
2025-07-29 10:53:23,30.2,66.0,Dry,Dark
2025-07-29 10:53:26,30.2,66.0,Dry,Dark
2025-07-29 10:53:29,30.2,66.0,Dry,Dark
2025-07-29 10:53:32,30.2,66.0,Dry,Dark
2025-07-29 10:53:35,30.2,66.0,Dry,Dark
2025-07-29 10:53:38,30.2,66.0,Dry,Dark
2025-07-29 10:53:41,30.2,66.0,Dry,Dark
2025-07-29 10:53:44,30.2,66.0,Dry,Dark
2025-07-29 10:53:47,30.2,66.0,Dry,Dark
2025-07-29 10:53:50,30.2,66.0,Dry,Dark
2025-07-29 10:53:53,30.2,66.0,Dry,Dark
2025-07-29 10:53:56,30.2,66.0,Dry,Dark
2025-07-29 10:53:59,30.2,66.0,Dry,Dark
2025-07-29 10:54:02,30.2,66.0,Dry,Dark
2025-07-29 10:54:05,30.2,66.0,Dry,Dark
2025-07-29 10:54:08,30.2,66.0,Dry,Dark
2025-07-29 10:54:11,30.2,66.0,Dry,Dark
2025-07-29 10:54:14,30.2,66.0,Dry,Dark
2025-07-29 10:54:17,30.2,66.0,Dry,Dark
2025-07-29 10:54:20,30.2,66.0,Dry,Dark
2025-07-29 10:54:23,30.2,66.0,Dry,Dark
2025-07-29 10:54:26,30.2,66.0,Dry,Dark
2025-07-29 10:54:29,30.2,66.0,Dry,Dark
2025-07-29 10:54:32,30.2,66.0,Dry,Dark
2025-07-29 10:54:35,30.2,66.0,Dry,Dark
2025-07-29 10:54:38,30.2,66.0,Dry,Dark
2025-07-29 10:54:41,30.2,66.0,Dry,Dark
2025-07-29 10:54:44,30.2,66.0,Dry,Dark
2025-07-29 10:54:47,30.2,66.0,Dry,Dark
2025-07-29 10:54:50,30.2,66.0,Dry,Dark
2025-07-29 10:54:53,30.2,66.0,Dry,Dark
2025-07-29 10:54:56,30.2,66.0,Dry,Dark
2025-07-29 10:54:59,30.2,66.0,Dry,Dark
2025-07-29 10:55:02,30.2,66.0,Dry,Dark
2025-07-29 10:55:05,30.2,66.0,Dry,Dark
2025-07-29 10:55:09,30.2,66.0,Dry,Dark
2025-07-29 10:55:12,30.2,66.0,Dry,Dark
2025-07-29 10:55:15,30.2,66.0,Dry,Dark
2025-07-29 10:55:18,30.2,66.0,Dry,Dark
2025-07-29 10:55:21,30.2,66.0,Dry,Dark
2025-07-29 10:55:24,30.2,66.0,Dry,Dark
2025-07-29 10:55:27,30.2,66.0,Dry,Dark
2025-07-29 10:55:30,30.2,66.0,Dry,Dark
2025-07-29 10:55:33,30.2,66.0,Dry,Dark
2025-07-29 10:55:36,30.2,66.0,Dry,Dark
2025-07-29 10:55:39,30.2,66.0,Dry,Dark
2025-07-29 10:55:42,30.2,66.0,Dry,Dark
2025-07-29 10:55:45,30.2,66.0,Dry,Dark
2025-07-29 10:55:48,30.2,66.0,Dry,Dark
2025-07-29 10:55:51,30.2,66.0,Dry,Dark
2025-07-29 10:55:54,30.2,66.0,Dry,Dark
2025-07-29 10:55:57,30.2,66.0,Dry,Dark
2025-07-29 10:56:00,30.2,66.0,Dry,Dark
2025-07-29 10:56:03,30.2,66.0,Dry,Dark
2025-07-29 10:56:06,30.2,66.0,Dry,Dark
2025-07-29 10:56:09,30.2,66.0,Dry,Dark
2025-07-29 10:56:12,30.2,66.0,Dry,Dark
2025-07-29 10:56:15,30.2,66.0,Dry,Dark
2025-07-29 10:56:18,30.2,66.0,Dry,Dark
2025-07-29 10:56:21,30.2,66.0,Dry,Dark
2025-07-29 10:56:24,30.2,66.0,Dry,Dark
2025-07-29 10:56:27,30.2,66.0,Dry,Dark
2025-07-29 10:56:30,30.2,66.0,Dry,Dark
2025-07-29 10:56:33,30.2,66.0,Dry,Dark
2025-07-29 10:56:36,30.2,66.0,Dry,Dark
2025-07-29 10:56:39,30.2,66.0,Dry,Dark
2025-07-29 10:56:42,30.2,66.0,Dry,Dark
2025-07-29 10:56:45,30.2,66.0,Dry,Dark
2025-07-29 10:56:48,30.2,66.0,Dry,Dark
2025-07-29 10:56:51,30.2,66.0,Dry,Dark
2025-07-29 10:56:54,30.2,66.0,Dry,Dark
2025-07-29 10:56:57,30.2,66.0,Dry,Dark
2025-07-29 10:57:00,30.2,66.0,Dry,Dark
2025-07-29 10:57:03,30.2,66.0,Dry,Dark
2025-07-29 10:57:06,30.2,66.0,Dry,Dark
2025-07-29 10:57:10,30.2,66.0,Dry,Dark
2025-07-29 10:57:13,30.2,66.0,Dry,Dark
2025-07-29 10:57:16,30.2,66.0,Dry,Dark
2025-07-29 10:57:19,30.2,66.0,Dry,Dark
2025-07-29 10:57:22,30.2,66.0,Dry,Dark
2025-07-29 10:57:25,30.2,66.0,Dry,Dark
2025-07-29 10:57:28,30.2,66.0,Dry,Dark
2025-07-29 10:57:31,30.2,66.0,Dry,Dark
2025-07-29 10:57:34,30.2,66.0,Dry,Dark
2025-07-29 10:57:37,30.2,66.0,Dry,Dark
2025-07-29 10:57:40,30.2,66.0,Dry,Dark
2025-07-29 10:57:43,30.2,66.0,Dry,Dark
2025-07-29 10:57:46,30.2,66.0,Dry,Dark
2025-07-29 10:57:49,30.2,66.0,Dry,Dark
2025-07-29 10:57:52,30.2,66.0,Dry,Dark
2025-07-29 10:57:55,30.2,66.0,Dry,Dark
2025-07-29 10:57:58,30.2,66.0,Dry,Dark
2025-07-29 10:58:01,30.2,66.0,Dry,Dark
2025-07-29 10:58:04,30.2,66.0,Dry,Dark
2025-07-29 10:58:07,30.2,66.0,Dry,Dark
2025-07-29 10:58:10,30.2,66.0,Dry,Dark
2025-07-29 10:58:13,30.2,66.0,Dry,Dark
2025-07-29 10:58:16,30.2,66.0,Dry,Dark
2025-07-29 10:58:19,30.2,66.0,Dry,Dark
2025-07-29 10:58:22,30.2,66.0,Dry,Dark
2025-07-29 10:58:25,30.2,66.0,Dry,Dark
2025-07-29 10:58:28,30.2,66.0,Dry,Dark
2025-07-29 10:58:31,30.2,66.0,Dry,Dark
2025-07-29 10:58:34,30.2,66.0,Dry,Dark
2025-07-29 10:58:37,30.2,66.0,Dry,Dark
2025-07-29 10:58:40,30.2,66.0,Dry,Dark
2025-07-29 10:58:43,30.2,66.0,Dry,Dark
2025-07-29 10:58:46,30.2,66.0,Dry,Dark
2025-07-29 10:58:49,30.2,66.0,Dry,Dark
2025-07-29 10:58:52,30.2,66.0,Dry,Dark
2025-07-29 10:58:55,30.2,66.0,Dry,Dark
2025-07-29 10:58:58,30.2,66.0,Dry,Dark
2025-07-29 10:59:01,30.2,66.0,Dry,Dark
2025-07-29 10:59:04,30.2,66.0,Dry,Dark
2025-07-29 10:59:07,30.2,66.0,Dry,Dark
2025-07-29 10:59:11,30.2,66.0,Dry,Dark
2025-07-29 10:59:14,30.2,66.0,Dry,Dark
2025-07-29 10:59:17,30.2,66.0,Dry,Dark
2025-07-29 10:59:20,30.2,66.0,Dry,Dark
2025-07-29 10:59:23,30.2,66.0,Dry,Dark
2025-07-29 10:59:26,30.2,66.0,Dry,Dark
2025-07-29 10:59:29,30.2,66.0,Dry,Dark
2025-07-29 10:59:32,30.2,66.0,Dry,Dark
2025-07-29 10:59:35,30.2,66.0,Dry,Dark
2025-07-29 10:59:38,30.2,66.0,Dry,Dark
2025-07-29 10:59:41,30.2,66.0,Dry,Dark
2025-07-29 10:59:44,30.2,66.0,Dry,Dark
2025-07-29 10:59:47,30.2,66.0,Dry,Dark
2025-07-29 10:59:50,30.2,66.0,Dry,Dark
2025-07-29 10:59:53,30.2,66.0,Dry,Dark
2025-07-29 10:59:56,30.2,66.0,Dry,Dark
2025-07-29 10:59:59,30.2,66.0,Dry,Dark
2025-07-29 11:00:02,30.2,66.0,Dry,Dark
2025-07-29 11:00:05,30.2,66.0,Dry,Dark
2025-07-29 11:00:08,30.2,66.0,Dry,Dark
2025-07-29 11:00:11,30.2,66.0,Dry,Dark
2025-07-29 11:00:14,30.2,66.0,Dry,Dark
2025-07-29 11:00:17,30.2,66.0,Dry,Dark
2025-07-29 11:00:20,30.2,66.0,Dry,Dark
2025-07-29 11:00:23,30.2,66.0,Dry,Dark
2025-07-29 11:00:26,30.2,66.0,Dry,Dark
2025-07-29 11:00:29,30.2,66.0,Dry,Dark
2025-07-29 11:00:32,30.2,66.0,Dry,Dark
2025-07-29 11:00:35,30.2,66.0,Dry,Dark
2025-07-29 11:00:38,30.2,66.0,Dry,Dark
2025-07-29 11:00:41,30.2,66.0,Dry,Dark
2025-07-29 11:00:44,30.2,66.0,Dry,Dark
2025-07-29 11:00:47,30.2,66.0,Dry,Dark
2025-07-29 11:00:50,30.2,66.0,Dry,Dark
2025-07-29 11:00:53,30.2,66.0,Dry,Dark
2025-07-29 11:00:56,30.2,66.0,Dry,Dark
2025-07-29 11:00:59,30.2,66.0,Dry,Dark
2025-07-29 11:01:02,30.2,66.0,Dry,Dark
2025-07-29 11:01:05,30.2,66.0,Dry,Dark
2025-07-29 11:01:08,30.2,66.0,Dry,Dark
2025-07-29 11:01:12,30.2,66.0,Dry,Dark
2025-07-29 11:01:15,30.2,66.0,Dry,Dark
2025-07-29 11:01:18,30.2,66.0,Dry,Dark
2025-07-29 11:01:21,30.2,66.0,Dry,Dark
2025-07-29 11:01:24,30.2,66.0,Dry,Dark
2025-07-29 11:01:27,30.2,66.0,Dry,Dark
2025-07-29 11:01:30,30.2,66.0,Dry,Dark
2025-07-29 11:01:33,30.2,66.0,Dry,Dark
2025-07-29 11:01:36,30.2,66.0,Dry,Dark
2025-07-29 11:01:39,30.2,66.0,Dry,Dark
2025-07-29 11:01:42,30.2,66.0,Dry,Dark
2025-07-29 11:01:45,30.2,66.0,Dry,Dark
2025-07-29 11:01:48,30.2,66.0,Dry,Dark
2025-07-29 11:01:51,30.3,66.0,Dry,Dark
2025-07-29 11:01:54,30.3,66.0,Dry,Dark
2025-07-29 11:01:57,30.3,66.0,Dry,Dark
2025-07-29 11:02:00,30.5,66.0,Dry,Dark
2025-07-29 11:02:03,30.6,66.0,Dry,Dark
2025-07-29 11:02:06,30.6,66.0,Dry,Dark
2025-07-29 11:02:09,30.7,66.0,Dry,Dark
2025-07-29 11:02:12,30.7,66.0,Dry,Dark
2025-07-29 11:02:15,30.7,66.0,Dry,Dark
2025-07-29 11:02:18,30.8,66.0,Dry,Dark
2025-07-29 11:02:21,30.8,66.0,Dry,Dark
2025-07-29 11:02:24,30.8,66.0,Dry,Dark
2025-07-29 11:02:27,30.8,66.0,Dry,Dark
2025-07-29 11:02:30,30.8,66.0,Dry,Dark
2025-07-29 11:02:33,30.8,66.0,Dry,Dark
2025-07-29 11:02:36,30.8,66.0,Dry,Dark
2025-07-29 11:02:39,30.8,66.0,Dry,Dark
2025-07-29 11:02:42,30.8,66.0,Dry,Dark
2025-07-29 11:02:45,30.8,66.0,Dry,Dark
2025-07-29 11:02:48,30.8,66.0,Dry,Dark
2025-07-29 11:02:51,30.8,66.0,Dry,Dark
2025-07-29 11:02:54,30.8,66.0,Dry,Dark
2025-07-29 11:02:57,30.8,66.0,Dry,Dark
2025-07-29 11:03:00,30.8,66.0,Dry,Dark
2025-07-29 11:03:03,30.8,66.0,Dry,Dark
2025-07-29 11:03:06,30.8,66.0,Dry,Dark
2025-07-29 11:03:09,30.8,66.0,Dry,Dark
2025-07-29 11:03:13,30.8,66.0,Dry,Dark
2025-07-29 11:03:16,30.8,66.0,Dry,Dark
2025-07-29 11:03:19,30.8,66.0,Dry,Dark
2025-07-29 11:03:22,30.8,66.0,Dry,Dark
2025-07-29 11:03:25,30.8,66.0,Dry,Dark
2025-07-29 11:03:28,30.8,66.0,Dry,Dark
2025-07-29 11:03:31,30.8,66.0,Dry,Dark
2025-07-29 11:03:34,30.8,66.0,Dry,Dark
2025-07-29 11:03:37,30.8,66.0,Dry,Dark
2025-07-29 11:03:40,30.8,66.0,Dry,Dark
2025-07-29 11:03:43,30.8,66.0,Dry,Dark
2025-07-29 11:03:46,30.8,66.0,Dry,Dark
2025-07-29 11:03:49,30.8,66.0,Dry,Dark
2025-07-29 11:03:52,30.8,66.0,Dry,Dark
2025-07-29 11:03:55,30.8,66.0,Dry,Dark
2025-07-29 11:03:58,30.8,66.0,Dry,Dark
2025-07-29 11:04:01,30.8,66.0,Dry,Dark
2025-07-29 11:04:04,30.8,66.0,Dry,Dark
2025-07-29 11:04:07,30.8,66.0,Dry,Dark
2025-07-29 11:04:10,30.8,66.0,Dry,Dark
2025-07-29 11:04:13,30.8,66.0,Dry,Dark
2025-07-29 11:04:16,30.8,66.0,Dry,Dark
2025-07-29 11:04:19,30.8,66.0,Dry,Dark
2025-07-29 11:04:22,30.8,66.0,Dry,Dark
2025-07-29 11:04:25,30.8,66.0,Dry,Dark
2025-07-29 11:04:28,30.8,66.0,Dry,Dark
2025-07-29 11:04:31,30.8,66.0,Dry,Dark
2025-07-29 11:04:34,30.8,66.0,Dry,Dark
2025-07-29 11:04:37,30.8,66.0,Dry,Dark
2025-07-29 11:04:40,30.8,66.0,Dry,Dark
2025-07-29 11:04:43,30.8,66.0,Dry,Dark
2025-07-29 11:04:46,30.8,66.0,Dry,Dark
2025-07-29 11:04:49,30.8,66.0,Dry,Dark
2025-07-29 11:04:52,30.8,66.0,Dry,Dark
2025-07-29 11:04:55,30.8,66.0,Dry,Dark
2025-07-29 11:04:58,30.8,66.0,Dry,Dark
2025-07-29 11:05:01,30.8,66.0,Dry,Dark
2025-07-29 11:05:04,30.8,66.0,Dry,Dark
2025-07-29 11:05:07,30.8,66.0,Dry,Dark
2025-07-29 11:05:10,30.8,66.0,Dry,Dark
2025-07-29 11:05:14,30.8,66.0,Dry,Dark
2025-07-29 11:05:17,30.8,66.0,Dry,Dark
2025-07-29 11:05:20,30.8,66.0,Dry,Dark
2025-07-29 11:05:23,30.8,66.0,Dry,Dark
2025-07-29 11:05:26,30.8,66.0,Dry,Dark
2025-07-29 11:05:29,30.8,66.0,Dry,Dark
2025-07-29 11:05:32,30.8,66.0,Dry,Dark
2025-07-29 11:05:35,30.8,66.0,Dry,Dark
2025-07-29 11:05:38,30.8,66.0,Dry,Dark
2025-07-29 11:05:41,30.8,66.0,Dry,Dark
2025-07-29 11:05:44,30.8,66.0,Dry,Dark
2025-07-29 11:05:47,30.8,66.0,Dry,Dark
2025-07-29 11:05:50,30.8,66.0,Dry,Dark
2025-07-29 11:05:53,30.8,66.0,Dry,Dark
2025-07-29 11:05:56,30.8,66.0,Dry,Dark
2025-07-29 11:05:59,30.8,66.0,Dry,Dark
2025-07-29 11:06:02,30.8,66.0,Dry,Dark
2025-07-29 11:06:05,30.8,66.0,Dry,Dark
2025-07-29 11:06:08,30.8,66.0,Dry,Dark
2025-07-29 11:06:11,30.8,66.0,Dry,Dark
2025-07-29 11:06:14,30.8,66.0,Dry,Dark
2025-07-29 11:06:17,30.8,66.0,Dry,Dark
2025-07-29 11:06:20,30.8,66.0,Dry,Dark
2025-07-29 11:06:23,30.8,66.0,Dry,Dark
2025-07-29 11:06:26,30.8,66.0,Dry,Dark
2025-07-29 11:06:29,30.8,66.0,Dry,Dark
2025-07-29 11:06:32,30.8,66.0,Dry,Dark
2025-07-29 11:06:35,30.8,66.0,Dry,Dark
2025-07-29 11:06:38,30.8,66.0,Dry,Dark
2025-07-29 11:06:41,30.8,66.0,Dry,Dark
2025-07-29 11:06:44,30.8,66.0,Dry,Dark
2025-07-29 11:06:47,30.8,66.0,Dry,Dark
2025-07-29 11:06:50,30.8,66.0,Dry,Dark
2025-07-29 11:06:53,30.8,66.0,Dry,Dark
2025-07-29 11:06:56,30.8,66.0,Dry,Dark
2025-07-29 11:06:59,30.8,66.0,Dry,Dark
2025-07-29 11:07:02,30.8,66.0,Dry,Dark
2025-07-29 11:07:05,30.8,66.0,Dry,Dark
2025-07-29 11:07:08,30.8,66.0,Dry,Dark
2025-07-29 11:07:11,30.8,66.0,Dry,Dark
2025-07-29 11:07:15,30.8,66.0,Dry,Dark
2025-07-29 11:07:18,30.8,66.0,Dry,Dark
2025-07-29 11:07:21,30.8,66.0,Dry,Dark
2025-07-29 11:07:24,30.8,66.0,Dry,Dark
2025-07-29 11:07:27,30.8,66.0,Dry,Dark
2025-07-29 11:07:30,30.8,66.0,Dry,Dark
2025-07-29 11:07:33,30.8,66.0,Dry,Dark
2025-07-29 11:07:36,30.8,66.0,Dry,Dark
2025-07-29 11:07:39,30.8,66.0,Dry,Dark
2025-07-29 11:07:42,30.8,66.0,Dry,Dark
2025-07-29 11:07:45,30.8,66.0,Dry,Dark
2025-07-29 11:07:48,30.8,66.0,Dry,Dark
2025-07-29 11:07:51,30.8,66.0,Dry,Dark
2025-07-29 11:07:54,30.8,66.0,Dry,Dark
2025-07-29 11:07:57,30.8,66.0,Dry,Dark
2025-07-29 11:08:00,30.8,66.0,Dry,Dark
2025-07-29 11:08:03,30.8,66.0,Dry,Dark
2025-07-29 11:08:06,30.8,66.0,Dry,Dark
2025-07-29 11:08:09,30.8,66.0,Dry,Dark
2025-07-29 11:08:12,30.8,66.0,Dry,Dark
2025-07-29 11:08:15,30.8,66.0,Dry,Dark
2025-07-29 11:08:18,30.8,66.0,Dry,Dark
2025-07-29 11:08:21,30.8,66.0,Dry,Dark
2025-07-29 11:08:24,30.8,66.0,Dry,Dark
2025-07-29 11:08:27,30.8,66.0,Dry,Dark
